Name,Position,Age,Height,Weight,Salary,League
Charone Peake,WR,25,74,209,"$540,000.00 ",NFL
Chase Daniel,QB,31,72,225,"$900,000.00 ",NFL
Chase Roullier,C,24,75,317,"$465,000.00 ",NFL
Chase Roullier,C,24,75,317,"$465,000.00 ",NFL
Chaz Green,OT,25,77,318,"$630,375.00 ",NFL
Chester Rogers,WR,23,73,184,"$540,000.00 ",NFL
Chidobe Awuzie,CB,22,71,202,"$465,000.00 ",NFL
Chris Baker,DE,30,74,320,"$3,000,000.00 ",NFL
Chris Banjo,S,27,70,207,"$850,000.00 ",NFL
Chris Boswell,PK,26,74,185,"$615,000.00 ",NFL
Chris Carson,RB,23,71,218,"$465,000.00 ",NFL
Chris Carter,LB,28,73,240,"$775,000.00 ",NFL
Chris Carter,LB,28,73,240,"$775,000.00 ",NFL
Chris Clark,OT,32,77,305,"$2,750,000.00 ",NFL
Chris Conley,WR,25,75,205,"$635,000.00 ",NFL
Chris Conte,S,28,74,203,"$1,500,000.00 ",NFL
Chris Godwin,WR,21,73,209,"$465,000.00 ",NFL
Chris Hogan,WR,29,73,210,"$2,500,000.00 ",NFL
Chris Hubbard,C,26,76,295,"$1,797,000.00 ",NFL
Chris Ivory,RB,29,72,223,"$4,500,000.00 ",NFL
Chris Jones,P,28,72,205,"$800,000 ",NFL
Chris Jones,DT,27,73,293,"$708,238 ",NFL
Chris Jones,DE,23,78,310,,NFL
Chris Long,DE,32,75,270,"$1,000,000.00 ",NFL
Chris Manhertz,TE,25,78,255,"$540,000.00 ",NFL
Chris Maragos,S,30,70,200,"$1,250,000.00 ",NFL
Chris McCain,DE,26,77,236,"$615,000.00 ",NFL
Chris Moore,WR,24,73,204,"$540,000.00 ",NFL
Chris Odom,LB,23,75,262,"$465,000.00 ",NFL
Chris Reed,G,25,77,310,"$412,945.00 ",NFL
Chris Smith,DE,25,73,266,"$690,000.00 ",NFL
Chris Thompson,RB,27,68,191,"$382,942 ",NFL
Chris Thompson,WR,23,72,170,"$382,942 ",NFL
Chris Wormley,DE,24,77,300,"$465,000.00 ",NFL
Christian Covington,DE,24,74,290,"$615,000.00 ",NFL
Christian Jones,LB,26,75,245,"$1,000,000.00 ",NFL
Christian Kirksey,LB,25,74,235,"$3,797,000.00 ",NFL
Christian McCaffrey,RB,21,71,205,"$465,000.00 ",NFL
Christian Ringo,DT,25,73,298,"$190,588.00 ",NFL
Christian Ringo,DT,25,73,298,"$190,588.00 ",NFL
Christian Westerman,G,24,75,305,"$540,000.00 ",NFL
Chuck Clark,S,22,72,210,"$465,000.00 ",NFL
Chunky Clements,NT,23,74,295,"$218,824.00 ",NFL
Clark Harris,LS,33,77,250,"$950,000.00 ",NFL
Clay Matthews,LB,31,75,255,"$10,100,000.00 ",NFL
Clayton Fejedelem,S,24,72,205,"$540,000.00 ",NFL
Clayton Geathers,S,25,74,220,"$615,000.00 ",NFL
Cliff Avril,DE,31,75,260,"$4,500,000.00 ",NFL
Clint Boling,G,28,77,305,"$4,050,000.00 ",NFL
Clinton McDonald,DT,30,74,297,"$2,000,000.00 ",NFL
Clive Walford,TE,26,76,250,"$710,646.00 ",NFL
Cobi Hamilton,WR,27,74,201,"$190,590.00 ",NFL
Coby Fleener,TE,29,78,251,"$5,800,000.00 ",NFL
Cody Core,WR,23,75,214,"$540,000.00 ",NFL
Cody Davis,S,28,73,203,"$1,111,111.00 ",NFL
Cody Kessler,QB,24,73,215,"$604,049.00 ",NFL
Cody Whitehair,C,25,76,310,"$642,026.00 ",NFL
Cole Beasley,WR,28,68,180,"$3,500,000.00 ",NFL
Cole Croston,OT,24,77,315,"$465,000.00 ",NFL
Cole Hikutini,TE,23,76,247,"$328,235.00 ",NFL
Colin Holba,LS,23,76,248,"$191,471.00 ",NFL
Colin Jones,S,30,72,205,"$775,000.00 ",NFL
Colt Anderson,S,32,70,195,"$900,000.00 ",NFL
Colt McCoy,QB,31,73,215,"$2,800,000.00 ",NFL
Colt McCoy,QB,31,73,215,"$2,800,000.00 ",NFL
Colton Schmidt,P,27,71,224,"$850,000.00 ",NFL
Connor Barwin,LB,31,76,255,"$2,000,000.00 ",NFL
Conor McDermott,OT,25,80,305,"$465,000.00 ",NFL
Cooper Kupp,WR,24,73,205,"$465,000.00 ",NFL
Cooper Rush,QB,24,75,225,"$465,000.00 ",NFL
Cordarrelle Patterson,WR,26,74,220,"$2,500,000.00 ",NFL
Cordy Glenn,OT,28,78,345,"$9,000,000.00 ",NFL
Corey Clement,RB,23,70,220,"$465,000.00 ",NFL
Corey Coleman,WR,23,71,185,"$979,773.00 ",NFL
Corey Graham,S,32,72,196,"$1,000,000.00 ",NFL
Corey Grant,RB,26,71,203,"$615,000.00 ",NFL
Corey Linsley,C,26,75,301,"$1,797,000.00 ",NFL
Corey Liuget,DT,27,74,300,"$8,000,000.00 ",NFL
Corey Moore,S,24,74,205,"$540,000.00 ",NFL
Corey Peters,DT,29,75,305,"$2,750,000.00 ",NFL
Corey Robinson,OT,25,79,317,"$615,000.00 ",NFL
Corey Robinson,OT,25,79,317,"$615,000.00 ",NFL
Cornelius Washington,DE,28,76,280,"$1,237,500.00 ",NFL
Cornelius Washington,DE,28,76,280,"$1,237,500.00 ",NFL
Cory James,LB,24,73,230,"$540,000.00 ",NFL
Cory Littleton,LB,24,75,225,"$540,000.00 ",NFL
Coty Sensabaugh,CB,29,71,187,"$775,000.00 ",NFL
Courtney Upshaw,DT,28,74,272,"$775,000.00 ",NFL
Craig Mager,CB,25,71,200,"$615,000.00 ",NFL
Craig Robertson,LB,29,73,234,"$1,105,000.00 ",NFL
Curtis Grant,LB,25,74,249,"$437,648.00 ",NFL
Curtis Samuel,WR,21,71,195,"$465,000.00 ",NFL
D.J. Alexander,LB,26,74,233,"$615,000.00 ",NFL
D.J. Fluker,G,26,77,345,"$1,500,000.00 ",NFL
D.J. Foster,RB,24,72,195,"$508,235.00 ",NFL
D.J. Hayden,CB,27,71,190,"$2,000,000.00 ",NFL
D.J. Hayden,CB,27,71,190,"$2,000,000.00 ",NFL
D.J. Humphries,OT,24,77,307,"$1,245,192.00 ",NFL
D.J. Jones,DT,22,72,321,"$465,000.00 ",NFL
D.J. Reader,DT,23,75,325,"$540,000.00 ",NFL
D.J. Swearinger,S,26,70,205,"$2,000,000.00 ",NFL
D.J. Swearinger,S,26,70,205,"$2,000,000.00 ",NFL
D.J. White,CB,24,71,193,"$285,882.00 ",NFL
D'Onta Foreman,RB,21,72,235,"$465,000.00 ",NFL
Daeshon Hall,DE,22,77,265,"$465,000.00 ",NFL
Dak Prescott,QB,24,74,238,"$540,000.00 ",NFL
Dakota Dozier,G,26,76,313,"$690,000.00 ",NFL
Dalvin Cook,RB,22,70,210,"$465,000.00 ",NFL
Dalvin Cook,RB,22,70,210,"$465,000.00 ",NFL
Dalvin Tomlinson,DT,23,75,317,"$465,000.00 ",NFL
Damarious Randall,CB,25,71,196,"$1,154,612.00 ",NFL
Damien Wilson,LB,24,73,245,"$615,000.00 ",NFL
Damiere Byrd,WR,24,69,180,"$540,000.00 ",NFL
Damion Square,DT,28,74,293,"$775,000.00 ",NFL
Damon Harrison,DT,29,75,341,"$8,750,000.00 ",NFL
Damontae Kazee,CB,24,70,174,"$465,000.00 ",NFL
Dan Bailey,PK,29,72,195,"$3,200,000.00 ",NFL
Dan Feeney,G,23,76,310,"$465,000.00 ",NFL
Daniel Brown,TE,25,77,247,"$615,000.00 ",NFL
Daniel Kilgore,C,30,75,308,"$1,000,000.00 ",NFL
Daniel Lasco,RB,25,73,205,"$349,412.00 ",NFL
Daniel McCullers,DT,25,79,352,"$690,000.00 ",NFL
Daniel Munyer,C,25,73,305,"$465,000.00 ",NFL
Daniel Ross,DT,24,76,310,"$218,824.00 ",NFL
Daniel Sorensen,S,27,74,208,"$690,000.00 ",NFL
Danielle Hunter,DE,23,77,252,"$636,000.00 ",NFL
Danielle Hunter,DE,23,77,252,"$636,000.00 ",NFL
Dannell Ellerbe,LB,32,73,245,"$370,588.00 ",NFL
Danny Amendola,WR,32,71,190,"$1,250,000.00 ",NFL
Danny Isidora,G,23,75,306,"$465,000.00 ",NFL
Danny Isidora,G,23,75,306,"$465,000.00 ",NFL
Danny Shelton,NT,24,74,335,"$1,498,970.00 ",NFL
Danny Trevathan,LB,27,73,239,"$2,000,000.00 ",NFL
Danny Woodhead,RB,32,68,204,"$1,000,000.00 ",NFL
Dare Ogunbowale,RB,23,71,205,"$54,706.00 ",NFL
Dare Ogunbowale,RB,23,71,205,"$54,706.00 ",NFL
Darian Thompson,S,24,74,208,"$585,000.00 ",NFL
Darius Butler,S,31,70,192,"$1,000,000.00 ",NFL
Darius Jackson,RB,24,72,221,"$540,000.00 ",NFL
Darius Latham,DT,23,76,305,"$540,000.00 ",NFL
Darius Philon,DE,23,73,300,"$615,000.00 ",NFL
Darius Powe,WR,23,74,218,"$127,059.00 ",NFL
Darius Slay,CB,26,72,190,"$4,100,000.00 ",NFL
Darius Slay,CB,26,72,190,"$4,100,000.00 ",NFL
Darqueze Dennard,CB,26,71,205,"$988,032.00 ",NFL
Darrell Daniels,TE,23,75,246,"$465,000.00 ",NFL
Darrell Williams,OT,24,77,305,"$615,000.00 ",NFL
Darrelle Revis,CB,32,71,198,"$352,941.00 ",NFL
Darren Fells,TE,31,79,270,"$700,000.00 ",NFL
Darren Fells,TE,31,79,270,"$700,000.00 ",NFL
Darren Sproles,RB,34,66,190,"$4,000,000.00 ",NFL
Darrius Heyward-Bey,WR,30,74,210,"$1,200,000.00 ",NFL
Darron Lee,LB,23,73,232,"$914,620.00 ",NFL
Darryl Morris,DB,27,70,186,"$775,000.00 ",NFL
Darryl Roberts,CB,27,72,182,"$615,000.00 ",NFL
Daryl Williams,OT,25,78,330,"$615,000.00 ",NFL
Daryl Worley,CB,22,73,205,"$560,000.00 ",NFL
Datone Jones,DE,27,77,288,"$227,941.00 ",NFL
Davante Adams,WR,25,73,215,"$956,373.00 ",NFL
David Amerson,CB,26,73,205,"$650,000.00 ",NFL
David Andrews,C,25,75,295,"$615,000.00 ",NFL
David Bakhtiari,OT,26,76,310,"$775,000.00 ",NFL
David Bass,LB,27,76,267,"$683,824.00 ",NFL
David DeCastro,G,27,77,316,"$1,100,000.00 ",NFL
David Harris,LB,33,74,250,"$1,000,000.00 ",NFL
David Irving,DT,24,79,290,"$470,294.00 ",NFL
David Johnson,RB,26,73,224,"$615,000.00 ",NFL
David Mayo,LB,24,74,245,"$615,000.00 ",NFL
David Morgan,TE,24,76,265,"$540,000.00 ",NFL
David Morgan,TE,24,76,265,"$540,000.00 ",NFL
David Njoku,TE,21,76,246,"$465,000.00 ",NFL
David Onyemata,DT,25,76,300,"$540,000.00 ",NFL
David Parry,DT,25,74,317,"$542,647.00 ",NFL
David Quessenberry,OT,27,77,310,"$72,353.00 ",NFL
David Rivers,CB,23,72,185,"$54,706.00 ",NFL
David Sharpe,OT,22,78,343,"$465,000.00 ",NFL
Davon House,CB,28,72,195,"$1,500,000.00 ",NFL
Dawuane Smoot,DE,22,75,264,"$465,000.00 ",NFL
De'Anthony Thomas,WR,24,68,176,"$690,000.00 ",NFL
De'Vondre Campbell,LB,24,75,234,"$540,000.00 ",NFL
Dean Lowry,DE,23,78,296,"$540,000.00 ",NFL
DeAndre Hopkins,WR,25,73,210,"$8,000,000.00 ",NFL
DeAndre Houston-Carson,S,24,73,205,"$476,471.00 ",NFL
DeAndre Washington,RB,24,68,205,"$540,000.00 ",NFL
DeAndrew White,WR,26,72,192,"$109,412.00 ",NFL
DeAngelo Hall,S,34,70,200,"$1,100,000.00 ",NFL
DeAngelo Hall,S,34,70,200,"$1,100,000.00 ",NFL
Dede Westbrook,WR,24,72,178,"$348,000.00 ",NFL
Dee Ford,LB,26,74,252,"$957,704.00 ",NFL
DeForest Buckner,DE,23,79,300,"$1,276,863.00 ",NFL
Deion Jones,LB,23,73,222,"$656,620.00 ",NFL
Deiondre' Hall,CB,23,74,206,"$363,000.00 ",NFL
Dekoda Watson,LB,29,74,245,"$1,000,000.00 ",NFL
Delano Hill,S,22,73,216,"$465,000.00 ",NFL
Demar Dotson,OT,32,81,315,"$4,250,000.00 ",NFL
Demarcus Robinson,WR,23,73,203,"$540,000.00 ",NFL
Demario Davis,LB,28,74,248,"$900,000.00 ",NFL
Demetrious Cox,S,23,72,200,"$465,000.00 ",NFL
Demetrius Harris,TE,26,79,230,"$1,100,000.00 ",NFL
Demetrius Rhaney,C,25,74,301,"$243,529.00 ",NFL
Demetrius Rhaney,C,25,74,301,"$243,529.00 ",NFL
Denico Autry,DE,27,77,270,"$1,797,000.00 ",NFL
Denzel Perryman,LB,25,71,240,"$831,724.00 ",NFL
Denzelle Good,OT,26,77,345,"$615,000.00 ",NFL
Deon Bush,S,24,72,205,"$540,000.00 ",NFL
Deon Lacey,LB,27,75,235,"$465,000.00 ",NFL
Deone Bucannon,LB,25,73,211,"$1,471,255.00 ",NFL
Deontae Skinner,LB,27,73,241,"$506,464.00 ",NFL
Deonte Thompson,WR,28,72,204,"$501,471.00 ",NFL
Derek Anderson,QB,34,78,235,"$1,550,000.00 ",NFL
Derek Barnett,DE,21,75,259,"$465,000.00 ",NFL
Derek Carr,QB,26,75,215,"$5,000,000.00 ",NFL
Derek Carrier,TE,27,76,244,"$950,000.00 ",NFL
Derek Watt,FB,25,74,234,"$540,000.00 ",NFL
Derrick Coleman,FB,27,72,233,"$690,000.00 ",NFL
Derrick Johnson,LB,35,75,242,"$1,000,000.00 ",NFL
Derrick Jones,CB,23,74,188,"$465,000.00 ",NFL
Derrick Kindred,S,24,70,210,"$540,000.00 ",NFL
Derrick Shelby,DE,28,74,280,"$3,000,000.00 ",NFL
Derron Smith,S,25,70,200,"$615,000.00 ",NFL
Des Lawrence,CB,23,73,185,"$465,000.00 ",NFL
Des Lawrence,CB,23,73,185,"$465,000.00 ",NFL
DeSean Jackson,WR,31,70,175,"$6,500,000.00 ",NFL
Deshaun Watson,QB,22,74,215,"$465,000.00 ",NFL
DeShawn Shead,CB,28,74,212,"$1,050,000.00 ",NFL
Deshazor Everett,S,25,72,195,"$615,000.00 ",NFL
Deshazor Everett,S,25,72,195,"$615,000.00 ",NFL
DeShone Kizer,QB,21,76,233,"$465,000.00 ",NFL
Desmond King,CB,23,70,200,"$465,000.00 ",NFL
Desmond Trufant,CB,27,72,190,"$1,526,000.00 ",NFL
Destiny Vaeao,DT,23,76,299,"$540,000.00 ",NFL
Devante Bond,LB,24,73,236,"$465,000.00 ",NFL
Devante Mays,RB,23,70,230,"$465,000.00 ",NFL
Devin Funchess,WR,23,76,225,"$836,900.00 ",NFL
Devin McCourty,S,30,70,195,"$6,500,000.00 ",NFL
Devon Kennard,LB,26,76,256,"$1,797,000.00 ",NFL
Devonta Freeman,RB,25,68,206,"$1,297,000.00 ",NFL
Dewey McDonald,LB,27,72,229,"$690,000.00 ",NFL
Dexter McCoil,S,26,76,220,"$540,000.00 ",NFL
Dexter McDonald,CB,26,73,200,"$615,000.00 ",NFL
Deyshawn Bond,G,23,73,299,"$465,000.00 ",NFL
Dez Bryant,WR,29,74,220,"$13,000,000.00 ",NFL
Dion Dawkins,OT,23,76,320,"$465,000.00 ",NFL
Dion Jordan,DE,27,78,275,"$615,000.00 ",NFL
Dion Lewis,RB,27,68,195,"$1,200,000.00 ",NFL
Dion Sims,TE,26,76,268,"$2,000,000.00 ",NFL
Dominique Alexander,LB,22,72,235,"$540,000.00 ",NFL
Dominique Rodgers-Cromartie,CB,31,74,203,"$6,980,000.00 ",NFL
Don Barclay,G,28,76,305,"$410,294.00 ",NFL
Don Barclay,G,28,76,305,"$410,294.00 ",NFL
Don Carey,S,30,71,202,"$975,000.00 ",NFL
Don Carey,S,30,71,202,"$975,000.00 ",NFL
Don Muhlbach,LS,36,76,258,"$1,000,000.00 ",NFL
Don Muhlbach,LS,36,76,258,"$1,000,000.00 ",NFL
Donald Payne,LB,23,71,217,"$465,000.00 ",NFL
Donald Penn,OT,34,76,315,"$5,800,000.00 ",NFL
Donatello Brown,CB,26,72,190,"$246,177.00 ",NFL
Donnie Jones,P,37,74,221,"$1,250,000.00 ",NFL
Donovan Smith,OT,24,78,338,"$986,715.00 ",NFL
Dont'a Hightower,LB,27,75,265,"$1,250,000.00 ",NFL
Dontae Johnson,CB,26,74,200,"$690,000.00 ",NFL
Dontari Poe,NT,27,75,346,"$7,500,000.00 ",NFL
Donte Deayon,CB,23,69,163,"$328,236.00 ",NFL
Donte Moncrief,WR,24,74,216,"$1,797,000.00 ",NFL
Dontrelle Inman,WR,28,75,205,"$2,746,000.00 ",NFL
Doug Baldwin,WR,29,70,192,"$775,000.00 ",NFL
Doug Martin,RB,28,69,223,"$5,764,706.00 ",NFL
Dre Kirkpatrick,CB,28,74,185,"$2,550,000.00 ",NFL
Drew Brees,QB,38,72,209,"$13,000,000.00 ",NFL
Drew Kaser,P,24,74,206,"$540,000.00 ",NFL
Drew Stanton,QB,33,75,243,"$2,550,000.00 ",NFL
Duane Brown,OT,32,76,305,"$9,400,000.00 ",NFL
Duke Riley,LB,23,72,218,"$465,000.00 ",NFL
Duron Harmon,S,26,73,205,"$1,500,000.00 ",NFL
Dustin Colquitt,P,35,75,210,"$4,050,000.00 ",NFL
Dustin Hopkins,PK,27,74,203,"$690,000.00 ",NFL
Dustin Hopkins,PK,27,74,203,"$690,000.00 ",NFL
Dwayne Allen,TE,27,75,265,"$2,500,000.00 ",NFL
Dwayne Harris,WR,30,71,206,"$2,475,000.00 ",NFL
Dwayne Washington,RB,23,73,223,"$540,000.00 ",NFL
Dwayne Washington,RB,23,73,223,"$540,000.00 ",NFL
Dwight Freeney,DE,37,73,268,"$588,235.00 ",NFL
Dwight Freeney,DE,37,73,268,"$588,235.00 ",NFL
Dylan Cole,LB,23,72,240,"$465,000.00 ",NFL
Dylan Donahue,LB,25,74,248,"$465,000.00 ",NFL
E.J. Gaines,CB,25,70,185,"$1,797,000.00 ",NFL
Earl Mitchell,NT,30,75,310,"$1,650,000.00 ",NFL
Earl Thomas,S,28,70,202,"$8,500,000.00 ",NFL
Earl Watford,G,27,75,300,"$592,647.00 ",NFL
Ed Dickson,TE,30,76,255,"$1,950,000.00 ",NFL
Ed Stinson,DE,27,76,287,"$527,647.00 ",NFL
Eddie Goldman,NT,23,76,320,"$951,938.00 ",NFL
Eddie Jackson,S,25,72,202,"$465,000.00 ",NFL
Eddie Lacy,RB,27,71,250,"$1,365,000.00 ",NFL
Eddie Pleasant,S,29,70,210,"$1,078,000.00 ",NFL
Eddie Vanderdoes,DT,23,75,305,"$465,000.00 ",NFL
Eddie Yarbrough,DE,24,74,259,"$465,000.00 ",NFL
Edmond Robinson,LB,25,75,245,"$615,000.00 ",NFL
EJ Manuel,QB,27,76,237,"$775,000.00 ",NFL
Elandon Roberts,LB,23,72,235,"$540,000.00 ",NFL
Eli Ankou,DT,23,75,325,"$465,000.00 ",NFL
Eli Apple,CB,22,73,201,"$1,138,742.00 ",NFL
Eli Harold,LB,23,75,265,"$634,000.00 ",NFL
Eli Manning,QB,36,77,220,"$13,000,000.00 ",NFL
Eli Rogers,WR,25,70,187,"$540,000.00 ",NFL
Elijah Lee,LB,21,74,229,"$437,647.00 ",NFL
Elijah McGuire,RB,23,69,214,"$465,000.00 ",NFL
Elijah Qualls,DT,22,73,321,"$465,000.00 ",NFL
Elijhaa Penny,RB,24,73,234,"$465,000.00 ",NFL
Elvis Dumervil,LB,33,71,250,"$2,250,000.00 ",NFL
Emmanuel Lamur,LB,28,76,245,"$2,450,000.00 ",NFL
Emmanuel Lamur,LB,28,76,245,"$2,450,000.00 ",NFL
Emmanuel Ogbah,DE,24,76,275,"$750,438.00 ",NFL
Emmett Cleary,OT,27,79,320,"$508,235.00 ",NFL
Emmett Cleary,OT,27,79,320,"$508,235.00 ",NFL
Ereck Flowers,OT,23,78,325,"$1,743,338.00 ",NFL
Eric Berry,S,28,72,212,"$900,000.00 ",NFL
Eric Ebron,TE,24,76,253,"$1,590,337.00 ",NFL
Eric Ebron,TE,24,76,253,"$1,590,337.00 ",NFL
Eric Fisher,OT,26,79,315,"$6,857,977.00 ",NFL
Eric Kendricks,LB,25,72,232,"$903,720.00 ",NFL
Eric Kendricks,LB,25,72,232,"$903,720.00 ",NFL
Eric Lee,DE,23,75,260,"$164,118.00 ",NFL
Eric Murray,CB,23,71,199,"$540,000.00 ",NFL
Eric Reid,S,26,73,213,"$5,676,000.00 ",NFL
Eric Rowe,CB,25,73,205,"$878,623.00 ",NFL
Eric Saubert,TE,23,77,253,"$465,000.00 ",NFL
Eric Tomlinson,TE,25,78,263,"$540,000.00 ",NFL
Eric Weddle,S,32,71,200,"$4,000,000.00 ",NFL
Eric Wilson,LB,23,73,230,"$465,000.00 ",NFL
Eric Wilson,LB,23,73,230,"$465,000.00 ",NFL
Eric Winston,OT,34,79,310,"$470,588.00 ",NFL
Eric Wood,C,31,76,310,"$1,150,000.00 ",NFL
Erik Harris,S,27,75,225,"$540,000.00 ",NFL
Erik Magnuson,OT,23,76,305,"$465,000.00 ",NFL
Ethan Pocic,G,22,78,309,"$465,000.00 ",NFL
Ethan Westbrooks,DT,27,76,283,"$1,282,175.00 ",NFL
Evan Boehm,C,24,75,310,"$540,000.00 ",NFL
Evan Engram,TE,23,75,240,"$465,000.00 ",NFL
Everson Griffen,DE,30,75,273,"$1,900,000.00 ",NFL
Everson Griffen,DE,30,75,273,"$1,900,000.00 ",NFL
Ezekiel Ansah,DE,28,77,275,"$12,734,000.00 ",NFL
Ezekiel Ansah,DE,28,77,275,"$12,734,000.00 ",NFL
Ezekiel Elliott,RB,22,72,228,"$1,584,379.00 ",NFL
Fabian Moreau,CB,23,72,198,"$465,000.00 ",NFL
Fabian Moreau,CB,23,72,198,"$465,000.00 ",NFL
Fish Smithson,S,23,71,196,"$54,706.00 ",NFL
Fish Smithson,S,23,71,196,"$54,706.00 ",NFL
Fitzgerald Toussaint,RB,27,69,204,"$243,529.00 ",NFL
Fletcher Cox,DT,27,76,310,"$3,000,000.00 ",NFL
Fozzy Whittaker,RB,28,70,205,"$850,000.00 ",NFL
Frank Clark,DE,24,75,260,"$774,294.00 ",NFL
Frank Gore,RB,34,69,212,"$3,500,000.00 ",NFL
Frank Zombo,LB,30,75,254,"$900,000.00 ",NFL
Freddie Bishop,LB,27,75,255,"$508,240.00 ",NFL
Freddie Martino,WR,26,72,195,"$289,408.00 ",NFL
Frostee Rucker,DT,34,75,280,"$1,000,000.00 ",NFL
Gabe Holmes,TE,26,77,255,"$95,294.00 ",NFL
Gabe Jackson,G,26,75,335,"$5,250,000.00 ",NFL
Gabe Martin,LB,25,74,236,"$158,825.00 ",NFL
Gareon Conley,CB,22,72,195,"$465,000.00 ",NFL
Garrett Celek,TE,29,77,252,"$1,550,000.00 ",NFL
Garrett Griffin,TE,23,76,240,"$136,765.00 ",NFL
Garrison Sanborn,LS,32,73,240,"$900,000.00 ",NFL
Garrison Smith,DT,26,73,295,"$476,471.00 ",NFL
Garry Gilliam,OT,27,77,315,"$1,400,000.00 ",NFL
Geneo Grissom,DE,25,76,265,"$542,647.00 ",NFL
Geno Atkins,DT,29,73,300,"$7,300,000.00 ",NFL
Geno Smith,QB,27,75,221,"$775,000.00 ",NFL
Geoff Swaim,TE,24,76,260,"$615,000.00 ",NFL
George Iloka,S,27,76,225,"$4,000,000.00 ",NFL
George Johnson,DE,30,76,265,"$683,824.00 ",NFL
George Kittle,TE,24,76,250,"$465,000.00 ",NFL
Gerald Everett,TE,23,75,245,"$465,000.00 ",NFL
Gerald Hodges,LB,26,74,236,"$547,059.00 ",NFL
Gerald McCoy,DT,29,76,300,"$13,250,000.00 ",NFL
Geremy Davis,WR,25,75,211,"$615,000.00 ",NFL
Germain Ifedi,OT,23,77,325,"$825,687.00 ",NFL
Geronimo Allison,WR,23,75,202,"$508,235.00 ",NFL
Gimel President,LB,24,76,275,"$136,765.00 ",NFL
Giorgio Tavecchio,PK,27,70,180,"$465,000.00 ",NFL
Giovani Bernard,RB,26,69,205,"$1,600,000.00 ",NFL
Glover Quin,S,31,72,207,"$900,000.00 ",NFL
Glover Quin,S,31,72,207,"$900,000.00 ",NFL
Golden Tate,WR,29,70,197,"$6,000,000.00 ",NFL
Golden Tate,WR,29,70,197,"$6,000,000.00 ",NFL
Grady Jarrett,DT,24,72,305,"$615,000.00 ",NFL
Graham Gano,PK,30,74,202,"$3,200,000.00 ",NFL
Graham Glasgow,C,25,78,310,"$558,500.00 ",NFL
Graham Glasgow,C,25,78,310,"$558,500.00 ",NFL
Greg Mabin,CB,23,73,200,"$355,588.00 ",NFL
Greg Mancz,C,25,76,300,"$615,000.00 ",NFL
Greg Olsen,TE,32,77,255,"$6,500,000.00 ",NFL
Greg Robinson,OT,25,77,332,"$3,322,377.00 ",NFL
Greg Robinson,OT,25,77,332,"$3,322,377.00 ",NFL
Greg Van Roten,C,27,75,305,"$615,000.00 ",NFL
Greg Zuerlein,PK,30,72,191,"$1,375,000.00 ",NFL
Grover Stewart,DT,24,76,333,"$465,000.00 ",NFL
Ha Ha Clinton-Dix,S,25,73,208,"$778,534.00 ",NFL
Haason Reddick,LB,23,73,235,"$465,000.00 ",NFL
Halapoulivaati Vaitai,OT,24,78,320,"$540,000.00 ",NFL
Haloti Ngata,DT,33,76,340,"$5,500,000.00 ",NFL
Haloti Ngata,DT,33,76,340,"$5,500,000.00 ",NFL
Hardy Nickerson,LB,23,72,235,"$465,000.00 ",NFL
Harlan Miller,S,23,72,182,"$319,118.00 ",NFL
Harrison Butker,PK,22,75,205,"$382,941.00 ",NFL
Harrison Smith,S,28,74,214,"$5,150,000.00 ",NFL
Harrison Smith,S,28,74,214,"$5,150,000.00 ",NFL
Hassan Ridgeway,DT,23,75,318,"$540,000.00 ",NFL
Hau'oli Kikaha,DE,25,75,246,"$913,755.00 ",NFL
Henry Anderson,DT,26,78,301,"$629,500.00 ",NFL
Howard Jones,LB,27,76,238,"$217,059.00 ",NFL
Hroniss Grasu,C,26,75,301,"$687,500.00 ",NFL
Hunter Henry,TE,23,77,250,"$740,014.00 ",NFL
Hunter Sharp,WR,23,71,198,"$300,883.00 ",NFL
Ifeanyi Momah,TE,28,79,255,"$465,000.00 ",NFL
Isaac Rochell,DE,22,75,280,"$82,059.00 ",NFL
Isaac Seumalo,G,24,76,303,"$574,000.00 ",NFL
Isaac Whitney,WR,23,74,204,"$136,765.00 ",NFL
Isaiah Crowell,RB,24,71,225,"$2,746,000.00 ",NFL
Isaiah Irving,LB,23,74,254,"$355,588.00 ",NFL
Isaiah Johnson,S,25,72,209,"$355,589.00 ",NFL
Isaiah Johnson,DB,25,73,207,"$355,589.00 ",NFL
J.D. McKissic,RB,24,70,195,"$540,000.00 ",NFL
J.J. Jansen,LS,31,74,235,"$900,000.00 ",NFL
J.J. Watt,DE,28,77,290,"$10,500,000.00 ",NFL
J.J. Wilcox,S,26,72,212,"$2,125,000.00 ",NFL
J.R. Sweezy,G,28,77,298,"$3,750,000.00 ",NFL
Jabaal Sheard,LB,28,75,265,"$2,500,000.00 ",NFL
Jabrill Peppers,S,22,71,213,"$465,000.00 ",NFL
Jace Billingsley,WR,24,69,185,"$273,530.00 ",NFL
Jace Billingsley,WR,24,69,185,"$273,530.00 ",NFL
Jack Crawford,DE,29,77,274,"$1,250,000.00 ",NFL
Jack Doyle,TE,27,78,262,"$1,000,000.00 ",NFL
Jack Mewhort,OT,26,78,305,"$907,337.00 ",NFL
Jacob Hollister,TE,24,76,239,"$465,000.00 ",NFL
Jacoby Brissett,QB,24,76,235,"$580,038.00 ",NFL
Jacquizz Rodgers,RB,27,66,205,"$1,100,000.00 ",NFL
